stroke_id,x,y,time,is_writing
0,0.0,0.0,0.0,1
0,0.0,22.0,72.203125,1
0,0.0,33.0,108.30517578125,1
0,0.0,38.5,126.35595703125,1
0,0.0,44.0,144.40673828125,1
0,0.0,66.0,216.60986328125,1
0,0.0,77.0,252.71142578125,1
0,0.0,82.5,270.76220703125,1
0,0.0,88.0,288.81298828125,1
0,0.0,92.0,301.94091796875,1
0,2.0,93.0,309.27978515625,1
0,33.5,87.5,414.2255859375,1
0,65.0,82.0,519.171875,1
0,97.5,79.0,626.2890625,1
0,113.75,77.5,679.84765625,1
0,121.875,76.75,706.62744140625,1
0,130.0,76.0,733.40673828125,1
0,127.0,74.0,745.23974609375,1
0,87.0,48.0,901.81396484375,1
0,76.25,42.25,941.8251953125,1
0,65.5,36.5,981.83642578125,1
0,23.0,13.0,1141.22314453125,1
0,15.0,8.0,1172.18505859375,1
0,7.0,4.0,1201.5400390625,1
0,0.0,0.0,1228.0,1
